Tag,qid_highest,Highest_Question_Rating,qid_lowest,Lowest_Question_Rating
sweep-and-prune,580035,24,580035,24
swf,595950,3,704039,-3
swfaddress,608269,0,608269,0
swfloader,937472,2,643513,0
swfobject,695726,2,824346,-1
swfupload,588803,1,612734,-1
swi-prolog,914495,1,914495,1
swiftmailer,914190,1,696906,0
swig,613282,2,648482,0
swing,761237,11,700314,-2
swingworker,791223,4,780906,0
swingx,819557,0,819557,0
switch,659581,11,584790,0
switch-statement,844616,5,764779,0
switch-user,825969,0,825969,0
switching,581220,2,701353,0
swt,765564,4,566877,0
swx,852025,1,564846,0
sxs,617253,3,617253,3
sybase,577193,5,598041,0
symbian,595290,3,914093,-3
symbol,734654,2,795361,-1
symbol-literals,780287,3,780287,3
symbol-server,744870,2,948047,0
symbol-tables,664433,1,664433,1
symbolic,771036,3,577098,0
symbolic-link,954560,3,909148,-1
symbolic-math,770064,1,881010,0
symbols,656441,4,690492,0
symfony,729259,6,610133,0
symlink,817794,3,745630,-1
symmetric,611915,7,791822,0
sympath,875261,1,875261,1
sync,573461,1,670540,0
syncdb,937316,0,937316,0
syncframework,581110,3,768888,2
synchronization,564319,10,564326,0
synchronize,887346,3,857797,0
synchronized,686415,9,774848,0
synchronizing,856686,0,856686,0
synchronous,884831,2,631609,0
syncml,831162,1,831162,1
syncservices,768888,2,697903,0
syndication,922393,3,880954,0
syndication-feed,854758,2,854758,2
synergy,620216,1,834040,0
synonym,796791,4,781224,3
syntactic-sugar,659129,5,680975,1
syntax,794369,26,619278,-4
syntax-checking,756022,3,879342,1
syntax-diagram,796824,3,796824,3
syntax-error,812248,2,651873,-5
syntax-highlighting,619631,15,575748,0
syntax-rules,866945,4,866945,4
syntaxhighlighting,692489,1,692489,1
synthesis,677017,1,677017,1
sys,897792,1,767920,-4
sysadmin,603696,41,690857,-2
syscall,766395,1,766395,1
sysin,938760,3,938760,3
sysinternals,714205,3,714205,3
syslog,665509,2,829416,-1
syste,623990,2,623990,2
system,657488,5,842583,-1
system-administration,779511,6,631015,0
system-architecture,851884,5,755540,1
system-calls,769550,7,753491,-1
system-configuration,939599,0,939599,0
system-date,650849,4,650849,4
system-information,872385,2,872385,2
system-interaction,777543,0,777543,0
system-monitoring,663780,0,663780,0
system-profiler,585001,0,585001,0
system-programming,851980,5,798429,4
system-properties,759603,0,759603,0
system-requirements,893329,0,893329,0
system-testing,813937,0,813937,0
system-tray,758083,7,568199,0
system-variable,805370,1,805370,1
system-verilog,724476,0,724476,0
system32,926425,3,885742,0
systemc,653384,1,653384,1
systemcolors,827364,1,827364,1
systeminformation,831273,1,629180,-1
systems,650468,3,631641,0
systems-programming,794632,3,797180,0
systemtray,820627,2,958817,0
systemûaddin,583505,1,583505,1
systemûargumentexception,629955,0,629955,0
systemûcomponentmodel,601880,3,925600,1
systemûconfiguration,745384,1,786661,0
systemûdataûobjects,744489,1,744489,1
systemûdataûoledb,754948,1,754948,1
systemûdataûsqlite,885017,2,563673,0
systemûdiagnostics,628191,1,865412,0
systemûdrawing,582766,2,612790,0
systemûdrawingûcolor,780759,2,780759,2
systemûenvironment,564581,14,564581,14
systemûio,677221,4,625176,0
systemûioûfileinfo,636838,4,636838,4
systemûmessaging,719061,1,719061,1
systemûnet,649378,3,625262,0
systemûnetûmail,930236,3,736485,0
systemûnetûwebexception,762919,0,762919,0
systemûnumeric,614731,0,614731,0
systemûreflection,906327,1,608332,0
systemûsecurity,885804,1,885804,1
systemûtransactions,747890,0,747890,0
systemûwebûmail,632763,1,834890,0
systemûwebûrouting,721392,4,721392,4
systemûwindowsûforms,879986,2,892426,0
systemûxml,795543,0,795543,0
systray,654212,3,579665,0
sysûgetreference,759906,0,759906,0
sysûnetûwebserviceproxy,846578,0,846578,0
t-test,823177,2,823177,2
t3blog,718664,1,718664,1
t4,855600,3,616717,0
t9n,658245,0,658245,0
tab,610097,2,660492,0
tab-completion,731219,2,921186,-1
tab-delimited,699253,1,605821,0
tab-ordering,924373,1,924373,1
tabbar,822347,3,717844,0
tabbed,895523,0,895523,0
tabbed-interface,723758,9,718546,0
tabbing,853390,1,853390,1
tabcontainer,811657,0,811657,0
tabcontrol,769285,2,588456,0
tabindex,926037,0,926037,0
tabitem,819520,0,819520,0
table,894522,12,819552,-2
table-adapter,841610,1,757500,0
table-constraint,626609,3,626609,3
table-index,624255,0,624255,0
table-per-class,854389,0,854389,0
table-per-type,605473,0,605473,0
table-relationships,647193,1,647193,1
table-structure,597882,3,731147,2
table-udf,786698,0,786698,0
table-valued-functions,812046,1,591191,0
table-variable,688233,1,688233,1
tableadapter,649838,2,581366,0
tablecell-collection,576728,0,576728,0
tablecelleditor,857440,0,857440,0
tablecellrenderer,864707,0,864707,0
tablelayoutpanel,678805,0,678805,0
tableless,751624,0,751624,0
tablename,650465,0,650465,0
tableofcontents,815334,0,815334,0
tables,636712,36,571966,0
tablesorter,718307,2,580996,-1
tablet,598892,-2,598892,-2
tablet-pc,758782,3,743092,0
tableview,823475,1,823475,1
tableviewer,948817,0,948817,0
tabpage,761687,2,813167,0
tabpanel,700290,0,700290,0
tabs,723758,9,564503,0
tabstop,809382,1,809382,1
tabular,721696,0,721696,0
tag,670932,5,683287,-1
tag-cloud,604953,5,573652,1
tag-file,900331,0,900331,0
tag-manipulation,584085,0,584085,0
tag-suggestion,665360,0,665360,0
tagcloud,613274,3,736886,0
tagging,787496,27,665360,0
taglib,793983,2,875024,0
taglist,575177,1,575177,1
tags,787496,27,576943,-2
tagset,951764,1,951764,1
tail,566110,5,609701,0
tail-call-optimization,747360,3,747360,3
tail-recursion,890461,11,868062,0
taligent,707347,1,707347,1
talk,923486,30,923486,30
tamil,657396,1,657396,1
tandy,779448,1,779448,1
tango,693672,10,773155,6
tao,756611,0,756611,0
taocp,608779,6,635700,0
tap,745266,2,818515,0
tapestry,657352,3,573778,0
tapi,803015,2,839846,0
tar,845593,4,656414,0
target,760423,1,654044,0
targets,602281,0,602281,0
task,614766,3,571439,0
task-manager,836631,2,836631,2
taskbar,797884,3,568199,0
taskdialog,868745,0,868745,0
taskkill,854708,0,854708,0
tasklist,766694,1,766694,1
taskmanager,946364,0,946364,0
tasks,616911,2,627269,0
taskscheduler,784311,1,646590,0
tax,568445,1,568445,1
taxonomy,736264,2,573980,0
tbb,615264,6,638278,0
tblobfield,724468,0,724468,0
tbo,679356,0,679356,0
tbody,923655,2,625135,0
tbookmark,849568,2,849568,2
tbucketlist,780854,0,780854,0
tcc,882902,1,717487,0
tchar,895804,2,813898,1
tcl,791984,3,645089,0
tclientdataset,669319,2,569254,0
tco,890461,11,645734,-1
tcp,869744,14,786969,-1
tcpclient,570098,5,595373,0
tcpdump,912843,0,912843,0
tcpip,614795,4,786969,-1
tcplistener,657874,1,793271,0
tcsh,616440,2,741841,0
tcustomcombobox,642165,2,642165,2
tcxgrid,942619,2,942619,2
tdataset,838546,2,890541,1
tdatetime,675556,8,833340,0
tdbgrid,671995,2,828935,0
tdd,607067,16,606137,0
tdictionary,639232,0,639232,0
tdxmemdata,890541,1,890541,1
tdxmemdataset,651264,0,651264,0
teach-me-how-to-google,869443,2,869443,2
teach-my-family,596170,27,621120,1
teaching,811074,102,576136,-15
team,882755,63,570090,0
team-build,707742,3,602281,0
team-building,578359,23,578359,23
team-communication,672213,4,672213,4
team-development,808191,0,808191,0
team-dynamics,764865,5,758553,0
team-foundation-server,677608,2,760785,-2
team-size,932448,10,932448,10
team-system,837102,3,590616,0
team-test,890826,6,890826,6
teambuild,925672,13,957908,0
teambuilding,806540,1,916644,0
teamcity,825180,5,569447,0
teamcity-4û0,580138,1,580138,1
teamcity4,580138,1,580138,1
teamfoundationserver,618203,2,642695,0
teams,613714,19,828488,0
teamsystem,827744,2,613342,0
teamwork,613714,19,571990,1
teamworks,759781,1,759781,1
tech,923486,30,923486,30
teched,704268,0,704268,0
technical,677901,4,883307,-1
technical-debt,786404,10,824367,3
technical-documents,643427,3,643427,3
technical-specification,942647,0,942647,0
technical-specifications,652234,3,652234,3
technical-support,678599,2,633072,-4
technical-writing,853937,5,598589,0
techniques,570527,11,575582,0
technologies,750606,30,722174,0
technology,749358,10,776867,-6
technology-stack,759490,4,819356,0
tecla,691652,1,691652,1
tee,616645,9,597134,0
teechart,879788,0,879788,0
teh-n00b,919942,2,919942,2
teiid,954070,0,954070,0
telecommute,686052,3,639109,2
telelogic,960146,1,960146,1
telephone-interview,891166,2,891166,2
telephony,870701,2,615532,0
telerik,570581,2,577343,0
television,658828,-3,658828,-3
telnet,565504,7,710840,-7
teminology,621657,1,621657,1
temp,581966,1,755171,0
temp-files,631871,2,589252,0
temp-table,941094,1,588396,0
tempdata,884852,7,914692,0
tempdb,620226,6,845936,1
tempfile,687014,1,581851,0
template,742415,5,683287,-1
template-engine,803007,10,603174,0
template-fields,703987,1,703987,1
template-filters,845009,0,845009,0
template-functions,839990,0,839990,0
template-haskell,765902,2,765902,2
template-inheritance,946627,2,946627,2
template-logic,656143,3,656143,3
template-methods,633584,2,633584,2
template-pattern,705063,1,705063,1
template-specialization,937744,2,937107,1
template-toolkit,795759,4,648665,0
templatebinding,673167,0,673167,0
templatefield,578938,1,580487,0
templates,563414,13,596122,-2
templatetags,650986,1,650986,1
templating,671572,7,947496,-1
templating-engine,817272,2,711212,-2
tempo,793743,0,793743,0
temporal-database,800331,3,800331,3
temporary,847850,6,657993,0
temporary-aspûnet-files,794323,2,794323,2
temporary-directory,617414,6,944483,0
temporary-files,785967,3,806014,0
temporary-tables,659051,1,741502,0
temporarytables,688161,1,688161,1
temptable,688531,2,840968,0
temptables,738421,1,863735,0
teradata,690331,1,772246,0
termcap,810483,0,810483,0
terminal,736004,6,619537,-1
terminal-color,615282,0,615282,0
terminalemulator,892987,1,709063,0
terminals,667229,1,667229,1
terminalservices,910005,2,636098,0
terminate,862256,2,862256,2
termination,609795,5,905014,0
terminology,581182,12,640580,-1
terms,790596,3,790160,0
terms-of-use,724866,1,724866,1
ternary,758849,1,758849,1
ternary-operator,798545,7,627172,1
ternary-trie,823744,2,823744,2
terracotta,815243,6,727670,0
terrain,840675,3,713499,1
terrainformatica,617864,0,617864,0
tesselation,749264,2,749264,2
test,955561,6,850063,-2
test-cases,764914,2,767567,0
test-class,933613,6,933613,6
test-data,719259,1,615772,0
test-driven-development,619634,4,833259,1
test-environments,639668,6,856848,0
test-execution,565879,3,565879,3
test-first,683999,3,683999,3
test-page,858442,1,858442,1
test-suite,569129,0,569129,0
testability,760473,5,888639,3
testbench,653384,1,653384,1
testcase,854934,0,854934,0
testclass,806929,0,806929,0
testcomplete,780732,3,878105,0
testdata,592839,1,824750,0
testdrivenûnet,863620,1,609949,0
testers,648387,1,648387,1
testing,591892,19,640766,-3
testing-strategies,742971,2,893059,1
testing-theories,837484,4,837484,4
testing-tools,892193,3,892193,3
testng,911813,3,822510,0
tests,657645,3,610470,0
testtrack,803900,0,803900,0
tetris,959209,2,959209,2
tex,874576,28,875190,0
texmaker,782187,1,782187,1
text,823207,9,617993,-6
text-align,684634,0,684634,0
text-alignment,794270,0,794270,0
text-area,745727,0,745727,0
text-comparison,901730,1,901730,1
text-decorations,633678,0,633678,0
text-edit,703459,2,703459,2
text-editor,700186,3,652236,0
text-extraction,736889,2,737014,-2
text-field,842862,2,828706,0
text-formatting,752145,4,604298,0
text-input,607124,1,607198,0
text-manipulation,877158,0,877158,0
text-mining,563581,1,895893,0
text-node,912954,0,912954,0
text-parsing,928563,45,591105,0
text-processing,893173,2,671702,0
text-rotating,771378,0,771378,0
text-search,709606,0,709606,0
text-to-speech,877508,3,637616,2
text2image,593967,1,593967,1
textare,855745,1,855745,1
textarea,713644,3,790029,-1
textblock,727248,3,582542,0
textbooks,725372,7,683320,2
textbox,575311,3,934553,-3
textboxlist,745798,1,745798,1
textcolor,583597,1,941492,0
textedit,889014,0,889014,0
texteditor,859383,12,659800,-2
textfield,587252,3,584892,0
textfiles,729692,10,737045,0
textformatting,567513,0,567513,0
textile,659227,6,793941,0
textinput,608408,1,578485,0
textmatching,821583,1,821583,1
textmate,641794,5,616344,0
textmatebundles,688245,3,616344,0
textmessages,819134,4,578329,0
textpattern,612045,1,612045,1
textrenderer,952518,1,849531,0
textreplacement,854186,0,854186,0
texttemplating,690585,1,883350,0
texttospeech,953598,1,953598,1
texture,688287,2,647766,0
texture-mapping,662107,1,630825,0
texture2d,615488,3,817722,1
textures,795673,4,577125,0
texturing,886736,2,884607,1
textwrap,865521,0,865521,0
textwrapping,759577,4,640863,0
tf,637929,1,643350,0
tfilestream,787019,3,787019,3
tframe,589040,2,614937,0
tfs,758279,31,721544,-1
tfs2008,770726,4,758844,-1
tfsbuild,640067,5,877950,-1
the-content,887447,0,887447,0
thead,625135,0,625135,0
thedailywtf,571129,0,571129,0
theme,834575,3,572697,0
themes,689759,9,566447,0
theming,639450,0,639450,0
theorem,880850,26,880850,26
theorem-proving,595859,0,595859,0
theoretical,639797,2,639797,2
theory,905551,39,566010,-32
theory-and-practice,628568,4,628568,4
theory-of-computing,587336,1,587336,1
thermal-printer,724197,0,724197,0
thesis,883305,1,683385,0
thick-client,651015,2,643211,0
thickbox,658817,1,955314,-1
thinking,937646,2,937646,2
thinking-sphinx,888744,2,799085,0
thinkingsphinx,754115,1,803827,0
thinlet,961025,1,961025,1
third-normal-form,796196,6,763825,0
third-party,610641,3,564833,0
third-party-code,755439,5,944031,0
this,645994,12,592728,0
thought,919080,4,919080,4
thought-process,919080,4,707764,1
thoughtworks,749632,1,749632,1
thread,803127,6,605284,0
thread-abort,951070,2,951070,2
thread-dump,708108,1,708108,1
thread-dumps,781234,1,781234,1
thread-exceptions,729359,0,729359,0
thread-local-storage,809571,0,809571,0
thread-names,763041,3,763041,3
thread-pool,603363,1,603363,1
thread-safe,567978,4,629719,0
thread-safety,564319,10,576882,0
threaded,761990,3,692959,0
threaded-comments,759208,3,759208,3
threaded-server,912974,5,912974,5
threading,796217,12,645627,-5
threading-framework,670641,6,670641,6
threadlocal,873704,1,782470,0
threadlocalsessioncontext,712183,0,712183,0
threadpool,565137,11,568511,0
threadpool-queueing,668265,2,668265,2
threads,680097,19,768966,-1
threadsafe,856823,3,639395,1
threadsafety,796099,2,675285,0
threadstatic,868537,5,663593,0
threefish,827989,1,827989,1
thrift,677739,3,751771,0
throbber,683849,0,683849,0
throttling,614795,4,680204,0
through,594874,1,594874,1
throw,604372,3,573002,2
throwable,912334,12,912334,12
thumb,853491,0,853491,0
thumbnail,652476,5,601563,0
thumbnails,612575,2,612575,2
thunderbird,665332,0,602829,-1
tibco,580858,1,808920,0
tibco-gi,848964,0,848964,0
tibco-rv,580858,1,580858,1
ticgit,901958,0,901958,0
ticket,603682,1,829254,0
ticket-system,575007,2,941405,0
ticks,866867,1,606815,0
tiddlywiki,647529,0,647529,0
tidy,732513,3,618890,0
tie,670179,3,678015,1
tiff,743154,1,623636,0
tifflib,834302,0,834302,0
tig,591549,0,591549,0
tiger,593896,2,789906,1
tikz,762754,0,762754,0
tilde,718479,4,685908,0
tile,575705,0,575705,0
tile-based-games,599295,3,599295,3
tiles,868997,5,603174,0
tiles2,854199,0,854199,0
tiles2û1,924366,0,924366,0
timage,616417,2,616417,2
time,674820,12,776852,-2
time-bomb,564221,12,564221,12
time-complexity,929470,5,627921,-2
time-estimation,852670,6,852670,6
time-management,724715,26,618151,-5
time-measurement,766335,1,766335,1
time-out,874677,0,874677,0
time-precision,892074,1,892074,1
time-savers,795462,2,795462,2
time-saving,809702,4,809702,4
time-select,772659,1,772659,1
time-series,605251,0,605251,0
time-synchronization,601887,1,601887,1
time-t,839755,4,839755,4
time-trace,867763,0,867763,0
time-travel,961169,1,961169,1
time-trial,834177,2,834177,2
time-wait,587961,0,587961,0
time-zones,857209,1,857209,1
timedelta,764184,1,765797,0
timehires,582651,2,582651,2
timeline,646997,3,879308,0
timemachine,867625,1,694196,0
timeout,633600,5,608174,0
timeoutexception,903615,0,903615,0
timer,672350,3,671347,-2
timer-jobs,935729,2,714848,1
timers,644510,4,577583,-2
timeslots,793031,2,793031,2
timespan,637933,3,565950,0
timestamp,817396,3,582278,0
timestamps,747303,1,693823,0
timetable,913661,3,913661,3
timetracking,836493,2,836493,2
timezone,678445,4,598695,0
timezoneinfo,614600,1,608423,0
timezones,613942,2,942747,1
timeûh,823015,2,823015,2
timing,677211,3,656681,0
tinterfacedobject,781100,5,781100,5
tinymce,687552,3,572025,0
tinyos,911427,0,911427,0
tinyurl,748324,5,748324,5
tinyxml,789817,1,768853,0
tips,709429,25,800755,0
tips-and-tricks,709429,25,642347,-1
title,574613,14,655043,0
titlebar,702510,0,702510,0
tk,611111,4,821193,-1
tkinter,563827,3,665502,0
tlb,567142,1,656788,0
tlbexp,765768,2,765768,2
tlbimp,765768,2,777538,0
tld,904955,1,706077,0
tlistview,953741,1,953741,1
tls,705463,2,622646,0
tlsql,721380,1,721380,1
tmail,909772,0,909772,0
tmemo,935859,3,935859,3
tmx,867495,1,691909,0
tns,781634,0,781634,0
tns-lost-contact,781634,0,781634,0
tnsnames,631518,0,631518,0
to-char,639341,3,588430,1
toad,834439,1,603165,0
toast,844192,1,844192,1
tobject,679022,5,751313,1
toc,761093,2,761093,2
todictionary,953919,2,905933,1
todos,839777,3,656101,0
toggle,827711,1,568533,0
toggle-button,733575,2,568533,0
token,725113,3,659705,0
tokenize,931890,4,856769,-2
tokenizer,691184,4,855714,0
tokenizeûstring,856769,-2,856769,-2
tokenizing,645468,5,851351,0
tokyocabinet,601348,3,601865,0
tolecontrol,859307,0,859307,0
tom-tom,912865,-3,912865,-3
tomahawk,949554,0,949554,0
tomcat,802400,10,578073,0
tomcat5û5,854430,1,778041,0
tomcat6,637972,5,593952,0
tool,664370,12,720365,-1
tool-chain,743413,0,743413,0
toolbar,686581,4,579656,0
toolbars,596190,0,596190,0
toolbox,636477,1,799934,0
toolchain,853307,1,853307,1
toolkit,713912,1,847698,0
toolload,696679,0,696679,0
toolong,865706,0,865706,0
tools,591892,19,757594,-1
toolset,777764,20,777764,20
toolstrip,604713,1,711239,0
toolstrippanel,604713,1,604713,1
tooltip,682643,1,650026,0
tooltips,868651,5,605907,0
top,590952,2,690388,0
topaz,808217,0,808217,0
topendialog,586482,0,586482,0
toplink,576659,3,621626,0
topmost,816981,1,675105,0
topology,864933,1,864933,1
tor,711351,0,711351,0
tortoise,681833,1,873552,0
tortoisebzr,931105,1,931105,1
tortoisecvs,684802,2,888526,0
tortoisegit,931105,1,931105,1
tortoisehg,623052,5,916516,0
tortoisesvn,615866,8,741652,-6
tostring,909843,5,592276,0
totals,603857,-3,603857,-3
touch,792185,4,573372,0
touch-screen,717155,1,717155,1
touch-typing,672383,7,949921,1
touchjson,854028,0,854028,0
touchscreen,647112,4,630981,-1
tournament,589858,4,679802,0
tpanel,813693,3,848674,0
tpl,750104,1,750104,1
tptp,690348,2,575110,1
tr1,631633,5,627641,1
trac,714663,5,572677,0
trace,944991,9,657994,0
traceability,793592,2,793592,2
tracer-bullets,835661,0,835661,0
tracer-code,835661,0,835661,0
traceroute,565115,1,631684,0
traceswitch,806089,1,806089,1
tracing,576185,22,646127,0
track,678133,3,848211,1
trackback,746135,4,746135,4
trackbar,625728,2,652859,0
tracking,706884,3,683461,0
tracking-numbers,619977,2,619977,2
trackpad,954878,0,954878,0
trademark,634456,4,702818,-2
trademark-symbol,928541,0,928541,0
trading,649398,4,728126,2
traffic,802773,1,639062,0
traffic-measurement,938650,1,938650,1
traffic-simulation,806318,0,806318,0
trafficshaping,754791,1,754791,1
trailing-character,903934,2,903934,2
training,935951,30,565959,0
training-courses,668512,3,565959,0
traits,852101,2,925609,1
tramp,715855,4,880625,1
transaction,611700,4,880191,-1
transaction-id,650761,0,650761,0
transaction-isolation,675388,3,788636,1
transactional,696346,1,650587,0
transactional-memory,843493,3,895289,1
transactionlog,735728,2,940361,1
transactionmanager,777636,1,788144,0
transactions,580321,4,616949,0
transactionscope,794364,4,618103,0
transcoding,640119,0,640119,0
transfer,757572,1,574310,0
transfer-encoding,692910,2,830238,1
transfom,661760,2,661760,2
transform,594257,7,946617,-4
transformation,740825,1,740825,1
transformations,566489,0,566489,0
transient,910374,5,565216,0
transient-mark-mode,905001,2,905001,2
transition,813755,5,617949,0
transitions,568447,1,659652,0
translate,654285,3,690382,0
translating,715830,1,715830,1
translation,621737,4,585461,0
translations,912459,1,685176,0
transmitter,727459,0,727459,0
transparency,697682,6,564355,0
transparent,770160,2,798105,0
transparent-control,592538,2,592538,2
transparent-gateway,783949,0,783949,0
transparentcy,724503,1,724503,1
transparentdataencryption,903432,0,903432,0
transport,894674,0,894674,0
transpose,867737,2,736317,0
trap,643594,6,762458,0
trasaction,564298,0,564298,0
travel,703930,24,722411,3
traveling-salesman,951374,1,951374,1
traversal,848129,2,664722,0
traverse,768737,1,670301,0
traversing,929670,0,669850,-1
tray,904790,1,904790,1
trayicon,632568,1,632568,1
tree,587288,4,576478,0
tree-conflict,767763,2,767763,2
tree-matching,694132,0,694132,0
tree-nodes,672613,0,672613,0
tree-structures,875100,1,875100,1
tree-traversal,664625,0,664625,0
treecontrol,772094,0,772094,0
treemap,713671,1,577390,-2
treemaps,838265,1,838265,1
treenode,678373,2,637355,0
treepanel,822319,0,822319,0
treetop,597385,3,597385,3
treetraversal,687731,2,687731,2
treeview,805457,4,658876,-1
treeviewitem,664632,2,667352,0
trellis,770613,2,770613,2
trending,939938,0,939938,0
trends,787496,27,571865,0
trialware,735844,2,702429,-2
triangle,675878,0,675878,0
triangulation,693916,2,693916,2
tricks,573072,4,688438,0
trie,623892,4,674844,0
trig,583296,2,770860,0
trigger,837023,4,582994,0
trigger-nestlevel,708562,0,708562,0
triggers,587027,5,749025,-1
trigonometry,888807,6,763278,0
trim,952391,1,831350,0
triple-des,767408,1,767408,1
trivia,766238,3,659037,0
trivial,757424,4,854436,1
trojan,846460,5,846460,5
troubeshooting,620779,3,620779,3
troubleshooting,699741,4,875820,-3
true,727196,3,727196,3
true-type-fonts,921249,4,615479,0
truncate,580375,6,577339,0
truncate-log,726830,0,726830,0
truncation,831552,2,609701,0
trunk,698313,5,698313,5
trust,587117,1,643970,0
trusted-timestamp,912955,1,912955,1
trustedconnection,881928,1,662902,0
trustedinstaller,942538,0,942538,0
truthtable,603035,7,873927,0
try,946999,9,800161,1
try-catch,805109,5,850970,-4
try-catch-finally,756985,2,756985,2
try-catch-throw,881473,16,881473,16
try-statement,877440,3,877440,3
trycatch,893277,1,893277,1
tryparse,862207,2,693353,0
tsapi,839846,0,839846,0
tsql,723195,9,583072,-1
ttcn,943069,1,943069,1
ttf,811608,5,819551,0
tthread,710649,1,710649,1
ttl,576776,1,576776,1
tts,637616,2,811816,0
tty,635361,2,800210,-1
tui,688302,5,880760,0
tumblr,679404,0,679404,0
tuning,938683,5,647622,0
tunnel,617341,0,617341,0
tunneling,842021,1,639597,0
tuple,576131,3,778209,0
tuples,855110,12,917202,0
turboc++,678696,0,678696,0
turbogears,640877,6,598019,0
turbogears2,640877,6,640877,6
turbopower,753785,0,753785,0
turing,842379,0,842379,0
turing-complete,813657,4,813657,4
turkey-test,796986,6,796986,6
turkish,894223,3,780671,0
turn-off,604727,1,604727,1
turtle,765048,0,765048,0
turtle-graphics,765048,0,765048,0
tutorial,688649,11,880399,-1
tutorials,599519,17,839527,-2
twain,721948,1,721948,1
tween,909774,0,909774,0
twice,818567,2,818567,2
twinhelix,939136,1,939136,1
twisted,846950,4,613777,0
twistedûwords,788902,2,788902,2
twitter,891643,178,798785,-2
twitterapi,952835,0,952835,0
twitterizer,947633,1,947633,1
txt,928174,2,768105,-1
type,604203,6,600126,0
type-casting,752738,6,580887,0
type-checking,602046,3,734368,2
type-constraints,805264,2,805264,2
type-conversion,752738,6,724162,-1
type-equivalence,795064,4,749068,1
type-erasure,923624,1,691006,0
type-forwarding,736968,1,736968,1
type-inference,844733,5,773919,-1
type-library,656788,0,656788,0
type-mismatch,669303,0,669303,0
type-modifiers,607130,1,607130,1
type-safety,845657,7,629189,0
type-signatures,886020,2,886020,2
type-systems,930698,3,692088,1
typecast,746014,4,729527,0
typecasting,564722,0,564722,0
typechecking,755200,3,756549,1
typeclass,817466,1,955711,0
typeconversion,566147,1,704152,0
typeconverter,749542,3,593362,0
typed-dataset,706879,0,706879,0
typedef,612328,13,632891,0
typedescriptor,772107,1,772107,1
typefaceûjs,692990,7,692990,7
typeglob,801949,0,801949,0
typeid,596185,3,789402,0
typeinfo,903791,1,903791,1
typeinformation,804372,3,804372,3
typeinitializer,704818,0,704818,0
typelib,567925,3,567925,3
typelist,901907,0,901907,0
typeloadexception,948785,3,609955,1
typemock,690769,7,703367,0
typename,741000,3,937268,1
typeof,798340,3,595766,1
typeparameter,694683,1,694683,1
types,926352,7,795581,-1
typesafety,596130,0,596130,0
typeset,770631,1,770631,1
typesetting,874576,28,799837,1
typetraits,809562,1,809562,1
typing,572971,6,619150,0
typo3,718664,1,802750,0
typo3-tca,718664,1,718664,1
typography,933098,7,597813,0
tz,796008,1,796008,1
tz-database,661848,0,661848,0
tzset,761791,4,761791,4
uac,923350,6,830859,-1
ubercart,925683,1,925683,1
ubiquity,898203,2,574942,0
ublas,798002,2,798002,2
ubuntu,564043,9,600692,-1
ubuntu-8û04,713838,2,959376,-1
ubuntu-8û10,769496,2,621052,-1
ubuntu-9û04,797093,7,799148,-1
ubuntu-server,941721,1,949437,0
ubunut-hardy,904022,0,904022,0
ucd,715047,0,715047,0
uclibc,768160,4,768160,4
ucs2,805259,0,805259,0
uddi,647816,3,720359,0
udf,648674,3,608451,0
udif,640557,1,640557,1
udp,901592,5,874819,-4
udpclient,717605,0,717605,0
udt,641244,2,935315,0
uestudio,725481,0,725481,0
uf,905929,0,905929,0
ui,593875,11,782553,-1
ui-automation,644158,1,644158,1
ui-control-name,787013,2,787013,2
ui-design,685160,4,599915,1
ui-mapping,847206,0,847206,0
ui-thread,907166,3,859274,0
uibarbuttonitem,733814,2,835172,0
uibarbuttonitemstyle,733814,2,733814,2
uibutton,650437,2,909150,-4
uicolor,887568,2,792119,0
uicomponents,654284,1,650838,0
uidatepicker,568097,1,568097,1
uidl,761516,3,761516,3
uielementcollection,684197,0,684197,0
uiimage,699529,3,880399,-1
uiimagepickercontroller,724092,3,866875,0
uiimageview,924740,9,653247,0
uikit,924740,9,831987,-3
uilabel,793015,1,768729,0
uimanager,730649,1,730649,1
uinavigationbar,576764,3,690456,0
uinavigationcontroller,818605,3,717844,0
uint32,639428,3,725652,0
uipi,924215,0,924215,0
uipickerview,573979,2,605532,0
uiscrollview,784192,3,831080,-1
uisearchbar,839211,1,904869,0
uisegmentedcontrol,633924,2,897298,0
uitabbarcontroller,576764,3,571028,0
uitableivew,871728,0,871728,0
uitableview,874589,6,816083,-2
uitableviewcell,874589,6,594852,0
uitableviewcontroller,828777,1,874906,0
uitextfield,663830,2,680863,-1
uitextview,616483,3,690435,0
uitoolbar,663754,1,602717,0
uitouch,855095,0,855095,0
uitypeeditor,749542,3,849202,2
uiview,630265,3,637550,0
uiviewcontroller,738216,5,800272,-2
uiwebview,646809,5,594331,0
uiwindow,830785,1,830785,1
uk,806298,2,806298,2
ul,670932,5,582082,0
ulimit,729162,1,729162,1
ulong,688667,0,688667,0
ultradatagrid,736628,0,736628,0
ultraedit,847812,0,847812,0
ultragrid,630607,0,630607,0
ultratree,863580,1,575435,0
ultrawebgrid,746828,1,721170,0
ultrawingrid,575435,0,575435,0
umask,580584,2,658166,0
umbraco,708407,3,571829,0
uml,925786,6,720365,-1
uml-modeling,881117,3,598798,0
umn,653607,0,653607,0
umount,624154,3,624154,3
unalias,800657,0,800657,0
unanswered,619423,6,753211,1
unary-function,693910,1,693910,1
