Tag,aid_highest,Highest_Answer_Rating,aid_lowest,Lowest_Answer_Rating
sos,769870,6,769730,0
sound,789949,15,666179,-1
sound-api,829380,8,765663,0
soundex,776890,2,776515,0
sounds,695405,4,716700,1
source,807532,21,890974,-2
source-code,903767,32,615784,-1
source-code-embedding,924811,1,924811,1
source-code-management,651587,3,651583,0
source-code-protection,818695,2,818695,2
source-code-quality,731544,4,731822,0
source-coding,671603,2,671655,0
source-control,758288,50,661501,-7
source-control-explorer,906137,4,906147,1
source-indexing,703307,0,703307,0
source-monitor,600826,1,600826,1
source-server,703307,0,703307,0
sourcecontrol,658460,2,567564,0
sourceforge,790998,3,791008,1
sourcegear-vault,673011,2,788948,0
sourcelinks,813987,0,813987,0
sources,892357,0,892357,0
sourcesafe,567411,8,922361,-2
sourceserver,886029,1,886072,0
sox,757962,3,761919,0
sp-addlinkedserver,841454,1,842526,0
sp-msforeachdb,739073,1,739073,1
sp-reset-connection,641160,1,641160,1
sp1,728970,3,632610,0
space,732398,4,668339,0
space-efficiency,576876,7,820379,-1
space-hardening,583983,19,577563,0
spaces,632377,4,632381,-1
spacing,904033,2,839311,-1
spaghetti-code,588467,13,944068,-1
spam,866834,5,723669,0
spam-detection,770254,5,770478,1
spam-filtering,770254,5,623019,0
spam-prevention,572122,10,572121,0
spamassassin,623029,1,623019,0
span,734128,2,570282,0
spanish,647121,4,647066,2
sparc,702127,3,702889,0
sparetime,755404,2,755425,0
spark-view-engine,573308,6,871696,0
sparql,725265,15,726328,-2
sparse-matrix,714340,6,840437,-1
spatial,586471,3,651247,0
spawn,760216,1,642955,0
spawning,805119,6,642955,0
speadsheet,958429,3,958429,3
spec,749182,3,749184,0
spec#,777811,1,777811,1
special,947645,4,875098,0
special-characters,911829,15,746584,-2
special-values,570687,13,571395,-2
special-variable,711237,11,711688,2
specialcharacters,945574,1,948414,0
specialization,757385,8,723710,0
specific,912655,1,912564,0
specific-stylesheets,946589,2,945535,0
specification,770017,7,596857,0
specification-pattern,567884,2,844996,0
specifications,710385,15,579826,0
specman,567842,2,880740,0
specs,706978,7,590199,1
spectral-density,666281,0,666281,0
spectral-norm,571499,2,571499,2
spectrum,604756,11,604498,5
speculative,786146,3,784202,0
speech,605692,4,586716,0
speech-recognition,869353,5,653279,-1
speech-synthesis,811859,0,811859,0
speech-to-text,665245,4,665016,0
speed,885951,60,728814,-5
speed-testing,766473,3,766354,0
speed-up,863917,5,863909,0
speedbar,948431,3,949412,0
speedup,583681,2,583719,0
spell-checking,679645,1,679645,1
spellchecker,862758,1,862826,0
spellchecking,717311,7,707430,-1
spelling,618039,1,618040,0
spf,730584,3,730584,3
spgridview,870366,1,597552,0
sphere,937853,0,937853,0
sphinx,606064,6,605927,0
spid,569700,0,569700,0
spider,671499,6,586030,0
spidermonkey,639535,5,639532,0
spim,824282,2,824278,1
spin-control,821869,3,821869,3
spinlock,943301,2,943281,1
spinner,821869,3,569105,1
spinning,852666,0,852666,0
spiral,945306,0,945306,0
spl,947230,2,837871,0
splash-screen,685340,6,685354,-3
splat,921507,3,777578,2
splice,948916,4,713432,-1
spline,616968,2,785169,0
splint,669234,3,703996,0
split,911729,13,740693,-1
split-testing,753597,5,826401,0
splitter,910690,5,811046,0
splitting,754049,13,599997,-2
spml,915090,0,915090,0
spoofing,617019,3,617034,0
spool,626727,0,626727,0
sports,650268,4,786422,-1
spotlight,815585,2,817166,1
spreadsheet,661217,2,606906,0
spreadsheet-excel-writer,850194,1,850194,1
spreadsheets,643657,3,592124,0
spring,722134,14,912745,-3
spring-aop,769191,1,770221,0
spring-dm,934456,1,934456,1
spring-framework,627831,11,581449,0
spring-integration,805650,3,789422,0
spring-jdbc,827271,1,832858,0
spring-modules,583518,2,583518,2
spring-mvc,722431,5,798468,-1
spring-security,881301,3,581981,0
spring-test,590769,0,590769,0
spring-webflow-2,946334,2,946334,2
spring-ws,795004,2,798619,0
springsource,682527,4,836117,0
springûnet,946405,2,623289,0
sprint,626999,2,626925,-1
sprintf,571353,9,909787,-2
sprite,859863,8,567242,-2
sproc,648120,3,650731,0
spsite,806617,1,806706,0
spsitedataquery,938915,0,938915,0
spss,657833,1,945429,0
spu,810425,1,810425,1
spweb,742338,0,742338,0
spy,840676,0,840676,0
spy++,694875,2,694899,1
spying,810583,4,816621,0
spyware,805752,0,805752,0
sq,625167,1,625167,1
sql,721529,47,846357,-10
sql-authentication,808029,1,808351,0
sql-bulk-import,579419,5,579469,0
sql-ce,585985,4,885535,1
sql-connection,611046,4,611063,-1
sql-data-services,815894,0,592772,-1
sql-developer,666654,4,657423,0
sql-injection,620000,21,681612,-6
sql-management-studio,846342,2,846497,0
sql-optimization,865878,2,865847,0
sql-query,670360,5,602845,0
sql-scripts,710132,3,711933,0
sql-select,613413,3,612066,0
sql-server-agent,865150,5,913585,0
sql-server-data-services,592772,-1,592772,-1
sql-smo,617077,2,617077,2
sql-variant,858334,12,858465,0
sql-view,763808,5,764242,0
sqlagent,733351,1,741153,0
sqlalchemy,860614,14,620799,-2
sqlanywhere,819890,3,585380,0
sqlbindparameter,678201,1,678201,1
sqlbrowser,668554,2,691758,0
sqlbulkcopy,760047,1,760020,0
sqlcachedependency,605484,1,605617,0
sqlce,583355,6,871791,0
sqlclient,605359,1,937112,0
sqlclr,603648,2,603584,-2
sqlcmd,799483,7,611202,0
sqlcommand,909593,8,909586,-1
sqlcompact,747388,2,646886,0
sqlcompare,950957,2,950993,0
sqlconnection,909593,8,909586,-1
sqlconnectionpool,639833,2,639833,2
sqldataadapter,940364,2,940364,2
sqldatareader,885431,4,667518,-2
sqldatasource,685990,3,591043,0
sqldbtype,629606,0,629606,0
sqldmo,826476,1,825838,0
sqlexception,840351,2,840625,-1
sqlexpress,823879,4,574464,0
sqlhelper,674779,2,674800,0
sqlhistory,650265,4,650255,2
sqlinjection,910496,45,636262,0
sqlite,843537,12,633271,-2
sqlite3,897433,5,863680,0
sqlldr,832018,2,792031,0
sqlloader,898978,1,687104,0
sqlmembershipprovider,685190,2,583566,0
sqlmetal,582779,3,576544,0
sqlncli,858971,0,858971,0
sqlobject,592427,3,592348,1
sqlparameters,926155,8,926155,8
sqlperformance,695589,1,686141,0
sqlplus,920717,6,691839,-2
sqlprofiler,630917,3,960217,0
sqlpubwiz,700592,2,700592,2
sqlquery,844533,4,621975,0
sqlserver,721529,47,798229,-6
sqlserver-administration,891558,3,891566,0
sqlserver2000,917397,10,564991,-2
sqlserver2005,793654,20,564991,-2
sqlserver2005express,921257,7,922313,-1
sqlserver2008,650346,11,611688,-1
sqlserver2008express,656440,3,611688,-1
sqlserver2008r2,862718,1,862718,1
sqlserver7,639776,1,639770,0
sqlserveragent,960289,0,960289,0
sqlserveranalysisservices,734231,1,734231,1
sqlservercompactedition,690395,4,871791,0
sqlserverexpress,863647,3,670061,0
sqlserverinstance,811742,2,846023,0
sqlservermanagementstudio,590112,2,633058,0
sqlserverprofiler,746003,1,746003,1
sqlsqlerver,873663,0,873663,0
sqlsyntax,732926,3,732920,0
sqltools,834455,4,834458,3
sqlwindows,824173,1,824173,1
sqlxml,922342,8,634108,0
sqlxmlreader,710309,1,710328,0
sqs,901791,2,901791,2
sqsh,811744,0,811744,0
square,910138,1,910136,0
square-bracket,957143,1,957100,0
squeak,711740,49,735441,-2
squid,629129,1,629165,0
squirrel-sql,697342,0,697342,0
src,877416,10,765377,0
srcsrv,695132,1,703298,0
srctool,695132,1,703298,0
srp,709867,14,609033,0
sruct,709306,2,709313,1
ssa,611017,12,610971,0
ssas,613288,2,776870,0
ssd,908246,4,762993,0
ssds,778742,2,592772,-1
sse,586670,8,875811,-5
ssh,902882,12,862268,-2
ssh-keys,591772,5,597209,0
sshfs,880343,3,712661,1
ssi,655550,1,927295,0
ssid,917960,2,917970,0
ssis,779811,6,686979,-1
ssl,934731,12,588335,-2
ssl-certificate,585140,15,585138,0
ssl-requirement,775458,0,775458,0
sslstream,617141,1,699922,0
ssma,604517,1,604339,0
ssms,593050,3,772488,-1
ssms2008,771957,1,722254,0
ssmtp,765044,3,768031,1
sso,793092,5,652970,-1
sspi,630213,1,820193,0
ssrs,835519,9,951029,-1
sstream,823014,5,823010,0
st,934144,2,934612,1
stability,797761,5,586405,-1
stack,804680,22,599411,-3
stack-based,780912,1,780912,1
stack-machine,594657,3,594657,3
stack-overflow,648207,13,604954,0
stack-size,617518,10,826228,0
stack-trace,616695,11,602748,0
stack-vs-heap,861178,22,861174,1
stackalloc,785264,8,785320,2
stacked,568105,1,568110,-1
stackframe,889471,2,889382,0
stackless,590412,29,588983,-5
stacklimit,894688,1,894688,1
stackoverflow,629360,27,631647,-2
stackoverflow-answer,953875,3,953861,1
stackoverflow-error,656562,25,656557,-4
stackoverflow-exception,578779,1,578779,1
stackoverflow-flair,891210,4,891210,4
stackoverflow-podcast,822476,3,822679,0
stackoverflowerror,951669,8,951709,0
stackoverflowexception,710300,3,709855,0
stackpanel,755963,3,757670,0
stacktrace,730314,13,609078,0
staf,922484,3,922511,0
staffing,932488,19,582906,0
stage,638888,4,638897,0
staging,648870,6,633042,0
stand-alone,641398,2,641398,2
standalone,810435,6,851833,-1
standard,662868,14,941552,-2
standard-library,638256,42,639084,0
standard-output,950046,16,791637,1
standardized,946275,9,946217,0
standardml,686848,3,695665,1
standards,598150,23,636904,-6
standards-compliance,788497,13,566585,-1
standby,959860,0,959860,0
star,916780,1,917179,0
star-schema,887752,3,887176,0
star-value,703922,1,703922,1
starling,680048,0,680048,0
starschema,838220,3,938341,2
start,564985,3,565354,-6
start-page,949898,1,949898,1
start-process,651292,5,670609,0
start-search,849210,0,849210,0
start-step-stop-codes,620568,3,605494,0
starteam,715360,2,829686,0
starter-kits,880561,0,880561,0
starting-out,682341,5,707578,0
starting-over,675909,6,675866,0
startmenu,892515,0,893194,-2
startswith,651533,8,653704,-1
startup,797620,27,580499,0
startupfolder,695695,1,695695,1
startups,593660,23,593668,0
startupscript,639652,6,669996,0
state,844548,16,609912,0
state-machine,719864,4,719839,0
state-machines,673562,4,845270,-1
state-monad,609211,11,607959,1
state-pattern,904845,2,905649,0
state-server,617332,3,617399,0
stateful,633270,0,633270,0
stateful-session-bean,862470,0,911193,-1
stateless-session-beans,803530,0,803530,0
statemachine,603070,4,603268,0
statement,848475,29,697318,0
states,657312,6,657517,1
static,656233,43,720793,-4
static-analysis,639861,13,938362,-1
static-assert,913381,8,913412,0
static-cast,594151,20,625228,0
static-classes,817857,4,817910,1
static-code-analysis,790217,8,640105,0
static-content,652346,4,652416,0
static-electricity,600328,2,600330,0
static-html,589473,2,589500,0
static-indexers,936150,0,936150,0
static-ip-address,595147,1,595149,0
static-libraries,897093,7,623314,-2
static-linking,956647,3,956647,3
static-member,676193,2,676063,1
static-members,592205,12,573815,0
static-method,797681,6,702820,2
static-methods,752805,25,936411,-1
static-reflection,786008,1,761910,0
static-resource,698353,1,698322,0
static-typing,859226,25,600134,0
static-variables,840426,11,840451,-1
static-verification,671742,3,671812,0
staticlinking,891330,4,623314,-2
staticmethod,949407,4,949407,4
staticresource,695657,2,695657,2
statistics,801671,25,593851,-7
stats,708701,2,700927,0
statsvn,885446,0,885446,0
status,617337,6,636187,0
status-register,789993,1,789972,0
statusbar,699069,7,646242,0
stax,748838,6,750401,0
std,594109,16,571790,0
stdcall,695753,1,695744,0
stdclass,950889,1,950899,0
stderr,649977,10,684384,0
stdin,807190,18,803336,-2
stdio,831078,8,569591,0
stdlib,602460,8,575387,0
stdlist,890972,6,890984,4
stdmap,569116,13,889350,-1
stdout,573762,7,568861,-1
stdstring,893681,14,783951,-1
stdvector,914480,6,574073,0
steganography,858013,3,858013,3
stemming,595129,3,772347,0
stencil-buffer,693944,2,693944,2
step,648005,1,648007,0
step-into,765501,6,801065,0
stereo-3d,665703,2,665702,1
stereoscopy,665703,2,840958,0
stereotype,829921,0,829921,0
sti,830854,2,715795,0
stl,671427,25,792004,-5
stl-algorithms,742617,10,747050,1
stlmap,793460,8,820558,0
stlport,604017,1,604061,0
stlstring,667206,7,667187,-1
stm32,567102,1,801107,0
stockquotes,835050,3,834969,0
stocks,728134,8,660917,0
stomp,582240,2,571628,0
stop,659208,3,659268,0
stopwatch,664307,5,664319,0
storable,569485,11,569513,3
storage,575592,10,841102,-1
storage-engines,612501,2,675055,0
store,612183,5,859167,-1
stored,815384,5,568801,0
stored-functions,669530,2,913419,0
stored-procedure,687017,6,574948,0
stored-procedures,618640,14,618646,-6
storedprocedure,803663,7,803634,-1
storedprocedures,807078,1,807078,1
storefront,663718,0,663718,0
stories,622570,2,617723,0
storing,684402,4,825590,0
storm,957843,2,957843,2
storyboard,681162,5,682655,0
stp,601257,1,630623,0
str,792745,9,792734,-2
strace,918926,0,918926,0
strange,839867,7,667021,0
strange-errors,693310,2,693233,0
strategies,932351,2,932391,1
strategy,878823,10,729972,-3
strategy-pattern,731301,14,731568,0
strawberry-perl,705925,18,839222,0
strcat,936493,18,936819,0
strcat-s,936493,18,936819,0
strcmp,610144,4,610153,0
strcpy,951152,12,610660,-2
stream,950537,16,786770,-1
stream-processing,631386,2,631386,2
streambuf,878100,3,878145,0
streaming,599475,11,689751,-1
streaming-radio,612064,1,612078,0
streamreader,707339,11,589075,0
streams,884024,11,604661,-1
streamwriter,639417,4,639439,0
street-view,730790,2,830000,0
stress,646541,6,646848,0
stress-management,751835,4,751815,0
stress-test,738446,3,738437,0
stress-testing,738446,3,567263,0
stretch,803793,2,655376,0
stretchdibits,865380,0,865380,0
stretching,664040,3,664037,0
strftime,937925,4,938046,0
strict,599786,6,599867,0
string,894912,33,842595,-6
string-array,642945,0,642945,0
string-bulding,573744,2,573760,1
string-comparison,658962,25,658961,0
string-concatenation,779068,10,779070,-1
string-escaping,887062,2,887062,2
string-formatting,733461,12,760141,-2
string-insertion,877821,9,877829,2
string-interpolation,624598,3,624100,1
string-less,585310,1,585269,0
string-literal,780672,2,780672,2
string-manipulation,875875,51,656585,-2
string-matching,887137,42,595273,0
string-pooling,713252,1,713282,0
string-position,832913,7,832898,-1
string-representation,947082,18,947150,0
string-search,843443,2,843443,2
string-similarity,945787,6,946372,-2
string-split,763721,3,770279,1
string-substitution,712453,2,712461,0
string-table,778333,1,780773,0
stringbuffer,574175,1,574178,0
stringbuilder,710522,15,585876,-1
stringdictionary,627733,5,756741,0
stringformat,685797,7,685769,0
stringification,709722,12,709780,3
stringquoting,788031,2,788031,2
strings,601813,25,603328,-7
stringstream,662981,11,663022,-1
stringtemplate,847428,2,799686,0
stringwriter,796735,3,796941,0
stringûformat,925444,8,610452,0
strip,849261,7,849374,0
strip-funny-characters,574683,6,574634,1
stripes,725836,1,773671,0
stripping,953619,9,953620,-4
strncpy,700291,3,700287,1
strong-name,658461,5,658476,0
strongly-typed,880579,4,636854,-1
strongly-typed-dataset,788334,6,922313,-1
strongly-typed-view,934920,6,891139,0
strongname,862224,5,776188,0
strsep,908784,2,912082,0
strstr,688857,3,688840,1
strtok,673975,3,673949,0
strtotime,660523,9,697882,0
struct,612350,37,597309,-5
struct-vs-class,597275,6,597309,-5
structs,623709,11,623740,0
structure,761101,7,894413,-1
structured-data,943932,1,938954,0
structuremap,596611,5,593769,-1
structures,862995,12,863003,0
struts,844448,6,903812,-2
struts-validation,937791,2,807022,0
struts2,912113,8,565551,0
struts3,892635,0,892635,0
strutslive,792525,0,792525,0
sts,893071,0,893071,0
stsadm,830930,3,702462,0
stub,852557,3,630061,0
stubbing,918059,1,917304,0
stuck,751297,1,844799,-2
student,769442,13,769757,-1
student-question,765758,7,686718,0
studies,628286,2,628387,1
studio,958469,0,958469,0
study,838247,6,642027,0
stumpwm,580220,3,580220,3
stunnel,646585,1,646774,0
stupidity,807532,21,767154,-1
style,840532,21,642948,-2
stylecop,584317,6,612920,0
styles,939780,14,714626,0
stylesheet,957257,11,868285,-4
stylesheets,686895,1,681959,0
styleswitching,765433,0,765433,0
styling,604496,2,706715,0
stylus,743286,1,743286,1
su,710132,3,711933,0
sua,885424,1,885424,1
sub,817164,9,817304,-1
sub-matches,844049,5,844049,5
subclass,876578,11,625749,-4
subclasses,770663,8,697470,0
subclipse,589052,4,589059,-1
subcontroller,649382,2,641616,1
subdirectories,820784,19,614241,0
subdomain,619255,17,633100,-1
subdomains,586160,10,586378,0
subfolder,697259,1,797417,0
subject,650024,2,650776,0
subjective,700214,345,641472,-13
submenu,799521,0,799521,0
submission,911453,3,868610,0
submit,665487,6,833096,-1
submitchanges,637151,2,634182,0
submodule,722578,3,757047,0
submodules,954213,1,954213,1
subnet,707020,4,709699,0
subprocess,636570,11,805008,-1
subproject,804062,1,817141,0
subqueries,898787,0,898787,0
subquery,955681,7,600952,-1
subreport,920419,2,566630,0
subroutine,607342,10,732193,0
subsampling,745631,1,745667,-1
subscribe,733437,2,733434,0
subscript,597820,2,597820,2
subscript-operator,722803,9,722791,0
subscription,564413,3,564424,0
subscriptions,635555,1,635555,1
subselect,808486,8,879052,0
subsequence,852542,5,852815,0
subset,884742,18,655272,0
subsonic,607044,9,843745,-1
subsonic3,907645,4,922433,1
substage,818719,0,818719,0
substitution,662741,16,884684,0
substr,874032,4,874175,0
substring,842871,16,722494,-1
subtitle,701199,0,701199,0
subtract,919151,3,919158,0
subtraction,591150,1,591265,0
subtree,711934,4,646256,1
subtype,749933,7,754361,0
subversion,566113,31,627420,-3
subversive,823519,1,942804,0
subview,651518,3,652626,0
success,655733,5,655773,0
suckerfish,566287,1,566287,1
sudo,583239,12,583236,0
sudoku,850959,10,850968,-3
suffix,586154,0,586154,0
sugarcrm,920752,3,925533,0
suggestion,772211,5,618040,0
suggestions,822011,12,822026,-2
suhosin,571676,8,568872,0
suid,651858,2,651858,2
suite,754947,0,754947,0
sum,853040,12,592539,-1
summary,633991,8,592155,0
sun,683681,8,621188,0
sunone,775199,2,577976,0
sunos,821889,6,720577,-1
sunrise,704112,3,704109,0
sunspot,845154,2,845147,1
sunstudio,792312,1,859901,0
super,607298,11,576389,-2
supercomputers,595617,2,595695,1
superfish,864552,1,872342,0
superglobals,742622,3,747763,-2
superscript,597820,2,597820,2
supertype,937222,3,937513,1
superuser,583239,12,583236,0
supervisor,812161,5,676392,-3
support,687080,14,960217,0
support-management,606029,1,606029,1
supportfeature,907798,4,907795,3
suppress,867064,1,867075,0
suppress-warnings,594011,11,596175,0
suppression,639334,3,952613,0
supybot,903666,1,903666,1
surface,573465,4,573460,0
surface-reconstruction,838766,1,840883,0
surfaceview,672422,0,672422,0
surprises,780827,3,780825,0
surrogate-key,718200,44,628680,0
surrogate-pairs,625034,6,625082,0
surveillance,834406,2,834364,-3
survey,813313,13,809063,-2
suse,623565,0,623565,0
suspend,652796,4,587051,0
svcutil,670011,2,570259,0
svd,872445,1,872447,0
svg,635001,4,573908,-2
svk,808848,1,808848,1
svm,664730,3,664857,0
svn,566113,31,661501,-7
svn+ssh,768820,2,635085,0
svn-export,706279,4,706281,-2
svn-externals,934198,2,934315,0
svn-import,706279,4,706281,-2
svn-keyword-expansion,862691,2,862161,1
svn-organization,859832,1,859763,0
svn-server,880309,6,900885,-1
svn-switch,925705,6,925710,0
svn-update,916368,3,916054,1
svnadmin,805741,6,864173,-1
svnant,884221,1,884221,1
svnexternal,819428,1,839922,-3
svnignore,816751,5,825669,0
svnimport,737767,1,737767,1
svnkit,877109,1,877091,0
svnmerge,757927,8,757935,1
svnperms,917021,2,917021,2
svnserve,819531,2,919089,0
swap,585274,12,578161,0
swapfile,833568,4,593864,1
swc,789706,1,815004,0
sweep-and-prune,580064,8,580076,0
swf,731053,4,953650,-1
swfaddress,620029,0,620029,0
swfloader,937654,3,659149,0
swfobject,695732,8,614301,0
swfupload,588808,7,588823,0
swi-prolog,915638,1,915638,1
swiftmailer,914231,3,797255,0
swig,698555,3,674873,0
swing,642934,12,725484,-5
swingworker,940950,2,711708,0
swingx,819742,0,819742,0
switch,659593,20,942501,-2
switch-statement,844635,18,569075,0
switch-user,830478,1,830478,1
switching,581244,5,701382,-1
swt,586569,3,566956,0
swx,564932,1,564960,0
sxs,765215,2,623120,1
sybase,811631,6,577227,0
symbian,694710,8,893280,-2
symbol,734678,6,653216,0
symbol-literals,780727,6,780485,2
symbol-server,746965,1,950069,0
symbol-tables,664459,5,664505,1
symbolic,771043,4,598305,0
symbolic-link,876717,7,909166,0
symbolic-math,770138,1,881021,0
symbols,656468,13,794156,-1
symfony,724576,3,926545,-2
symlink,818054,5,753468,-1
symmetric,702674,7,611999,-1
sympath,875339,2,875319,1
sync,574687,3,573473,0
syncdb,937602,4,937559,2
syncframework,897112,7,606851,1
synchronization,852810,11,774452,-2
synchronize,887432,2,887538,0
synchronized,686438,8,616696,0
synchronizing,856752,1,856758,0
synchronous,680758,7,631718,0
syncml,899464,0,899464,0
syncservices,768927,1,743080,0
syndication,922473,4,604163,0
syndication-feed,854800,2,920018,0
synergy,620232,0,620232,0
synonym,781263,4,781261,0
syntactic-sugar,782391,18,748499,-2
syntax,836970,81,815913,-6
syntax-checking,756048,3,756215,0
syntax-diagram,797828,3,796847,1
syntax-error,652005,14,651901,0
syntax-highlighting,619659,24,809613,-1
syntax-rules,866954,10,878287,0
syntaxhighlighting,692490,2,890835,1
synthesis,677054,1,678229,0
sys,626939,4,627145,1
sysadmin,603722,53,736779,-2
syscall,923970,3,923902,0
sysin,939051,3,947865,0
sysinternals,714218,3,714218,3
syslog,665522,4,607615,0
syste,624051,4,623993,0
system,570192,11,586957,-3
system-administration,888113,20,563991,-1
system-architecture,851911,3,864533,0
system-calls,663975,14,649129,0
system-configuration,939690,0,939690,0
system-date,650872,8,650871,-1
system-information,872429,2,872410,0
system-interaction,777561,3,777787,0
system-monitoring,721488,0,721488,0
system-profiler,587286,2,587286,2
system-programming,798456,6,798450,0
system-properties,760654,1,870051,0
system-requirements,893364,1,893432,0
system-testing,813944,1,814008,0
system-tray,758089,11,568396,0
system-variable,805447,1,805447,1
system-verilog,797254,1,728216,0
system32,926474,6,885754,0
systemc,653408,2,960889,0
systemcolors,827379,2,827379,2
systeminformation,831706,1,629244,0
systems,653527,6,631725,0
systems-programming,800744,10,800740,-1
systemtray,820651,3,958836,0
systemûaddin,924753,0,924753,0
systemûargumentexception,629963,1,638394,0
systemûcomponentmodel,629125,3,617331,0
systemûconfiguration,746218,1,746205,0
systemûdataûobjects,744628,2,744561,1
systemûdataûoledb,756787,1,756358,0
systemûdataûsqlite,751190,7,670200,0
systemûdiagnostics,880176,3,865468,0
systemûdrawing,624611,5,745667,-1
systemûdrawingûcolor,783089,1,783089,1
systemûenvironment,564593,13,564592,3
systemûio,677228,7,625199,0
systemûioûfileinfo,636864,10,636878,2
systemûmessaging,719341,1,719096,0
systemûnet,625284,3,662699,0
systemûnetûmail,638810,3,573287,-1
systemûnetûwebexception,763509,2,893328,1
systemûnumeric,614749,3,614749,3
systemûreflection,608342,5,630201,-1
systemûsecurity,885821,1,885821,1
systemûtransactions,818200,0,818200,0
systemûwebûmail,633061,1,834905,0
systemûwebûrouting,721437,2,721437,2
systemûwindowsûforms,721976,5,570313,0
systemûxml,858875,0,858875,0
systray,654231,9,579692,-3
sysûgetreference,759970,2,761032,0
sysûnetûwebserviceproxy,849445,1,846593,-1
t-test,823783,5,823360,1
t3blog,724654,1,723498,0
t4,705009,3,676339,0
t9n,658287,1,658287,1
tab,921587,6,944082,-1
tab-completion,774790,4,764514,-3
tab-delimited,699265,8,699256,-1
tab-ordering,924391,0,924391,0
tabbar,610219,5,600024,0
tabbed,896101,1,896101,1
tabbed-interface,723822,6,718566,-1
tabbing,853539,1,853539,1
tabcontainer,906510,1,814422,0
tabcontrol,769499,6,658022,-1
tabindex,926084,0,926084,0
tabitem,819527,0,819527,0
table,796519,17,797078,-3
table-adapter,757546,2,884201,1
table-constraint,626675,5,626664,0
table-index,624313,3,624313,3
table-per-class,855272,0,855272,0
table-per-type,609172,1,609172,1
table-relationships,647209,3,647201,0
table-structure,731270,5,597983,1
table-udf,786720,0,786720,0
table-valued-functions,628946,1,593723,0
table-variable,688251,3,702339,0
tableadapter,581406,2,581435,0
tablecell-collection,647192,0,647192,0
tablecelleditor,857626,1,857626,1
tablecellrenderer,867947,2,866317,1
tablelayoutpanel,678936,0,678936,0
tableless,751917,2,751645,-3
tablename,650522,1,650527,0
tableofcontents,815401,4,815407,0
tables,636785,22,645012,-2
tablesorter,701710,2,581490,-1
tablet,598901,0,598901,0
tablet-pc,763880,2,758791,0
tableview,824606,1,823691,0
tableviewer,949193,1,949193,1
tabpage,813280,2,813970,0
tabpanel,729928,0,729928,0
tabs,850086,10,564547,0
tabstop,809462,0,809462,0
tabular,723102,1,721758,0
tag,670934,17,857663,-1
tag-cloud,574197,5,576419,0
tag-file,909124,1,900439,0
tag-manipulation,584110,4,584100,0
tag-suggestion,665395,0,665395,0
tagcloud,613278,1,613373,0
tagging,826342,30,826491,-2
taglib,794013,3,794017,0
taglist,575179,1,816405,0
tags,826342,30,826491,-2
tagset,960508,2,960508,2
tail,741611,11,566125,0
tail-call-optimization,747381,6,747393,1
tail-recursion,824831,11,688571,1
taligent,707402,0,707402,0
talk,923753,21,924240,1
tamil,659551,1,659551,1
tandy,779481,5,779509,0
tango,773406,8,693921,1
tao,760535,0,760535,0
taocp,566579,8,566535,0
tap,746868,2,745420,1
tapestry,581066,3,657366,-3
tapi,935416,2,762760,0
tar,690586,10,580745,-1
target,750674,2,781436,0
targets,602547,2,706144,1
task,876411,8,761225,-1
task-manager,836648,7,836687,0
taskbar,895468,4,664642,-1
taskdialog,893418,1,893850,0
taskkill,856719,0,856719,0
tasklist,766750,1,767994,-1
taskmanager,946416,1,946435,0
tasks,809200,10,831815,-1
taskscheduler,646604,1,646619,0
tax,568457,1,568484,0
taxonomy,599063,1,599156,0
tbb,615321,6,955104,0
tblobfield,742900,3,724620,0
tbo,679416,1,928969,0
tbody,923659,10,625151,1
tbookmark,849936,2,849637,0
tbucketlist,780889,3,783078,0
tcc,717564,1,883095,0
tchar,814034,4,813922,0
tcl,706982,6,625882,0
tclientdataset,669501,7,571679,0
tco,792248,10,645751,0
tcp,666024,15,713094,-2
tcpclient,570461,13,713094,-2
tcpdump,912869,2,912877,1
tcpip,613473,10,948137,-3
tcplistener,793289,5,793332,0
tcsh,616558,4,616530,0
tcustomcombobox,642180,5,642175,1
tcxgrid,942845,4,943497,0
tdataset,838551,7,895407,1
tdatetime,675613,6,677428,1
tdbgrid,829157,3,833736,-2
tdd,608913,40,565513,-2
tdictionary,639258,1,639268,0
tdxmemdata,890716,2,895407,1
tdxmemdataset,651449,8,651679,1
teach-me-how-to-google,869478,6,869463,-3
teach-my-family,596196,18,621148,-3
teaching,868321,152,950633,-6
team,605210,20,569953,-1
team-build,898442,3,774610,0
team-building,578366,31,578377,0
team-communication,672219,5,673241,0
team-development,808208,1,808203,0
team-dynamics,758560,6,758558,0
team-foundation-server,604560,3,628106,0
team-size,932488,19,932465,0
team-system,634993,4,597463,0
team-test,946476,1,890837,0
teambuild,925688,17,925763,-2
teambuilding,806577,1,919057,0
teamcity,850634,6,569460,0
teamcity-4û0,581644,2,671814,0
teamcity4,581644,2,581644,2
teamfoundationserver,619202,2,618211,-1
teams,613783,24,806280,-3
teamsystem,838116,2,613351,0
teamwork,613783,24,806280,-3
teamworks,928422,0,928422,0
tech,923753,21,924240,1
teched,704296,1,704296,1
technical,883342,6,601656,0
technical-debt,786554,14,836110,0
technical-documents,643434,20,643449,0
technical-specification,942666,1,942666,1
technical-specifications,652251,5,652279,1
technical-support,678612,3,570135,0
technical-writing,598601,11,598636,-2
techniques,570563,14,570682,-2
technologies,750624,98,722188,-1
technology,749445,17,666154,0
technology-stack,759497,13,574209,0
tecla,693670,1,693670,1
tee,616686,14,597135,0
